date,h01,h02,h03,h04,h05,h06,h07,h08,h09,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
2021-09-01,1.2,1,1.1,1.1,1.2,1.8,2.7,3,2.1,2.2,1.2,1.1,1.4,1.1,1.3,1,1.3,1.4,1.9,3.4,3.1,3,1.7,1.3
2021-09-02,1.1,.8,.9,.9,1.4,2.2,2.9,2.2,1.2,1.2,1.4,1.7,1.6,1.1,1.1,1.4,1.3,1.8,1.4,1.1,.8,.8,.6,.5
2021-09-03,.4,.5,.5,.6,.8,2,3.9,1.6,1.1,1.2,1.2,1.2,.8,1,.9,1,1,1.2,1.7,2.3,2.7,1.9,1.4,1
2021-09-04,.8,.6,.7,.8,.9,1.4,1.5,1.1,1.1,1,.7,.6,.6,1,.9,.8,1.2,1.6,3.9,4.3,3.4,3.1,2.9,2.8
2021-09-05,2.6,4,3.4,3,2.9,3.1,2.7,3.8,3.8,2.9,2.7,3.3,3.8,3,2.4,2,1.2,1.4,2.6,2.1,2.6,3,1.8,2.5
2021-09-06,2.7,2.9,2.4,2.2,1.9,2.6,3.3,2.5,1.9,1.3,1,1.1,1.2,1,1,1.3,1.3,1.1,2.4,3.3,3,2.7,1.8,1.7
2021-09-07,1.1,1.2,1,1.2,1.3,3.2,3.2,2.6,2.5,1.6,1.4,1.6,1.5,1.3,1.9,1.9,2.6,4,5.4,3.3,3.9,3.5,4.4,2.8
2021-09-08,2.2,2.1,2.1,2.2,2,2.9,4.3,4.8,10.1,5.1,4.7,4.1,3.6,2.4,2,2.3,2.7,3.2,3.7,2.9,2.3,4.2,3.6,3.4
2021-09-09,3.6,2.4,3.4,3.1,4,5.8,12.3,10.1,5.9,2.7,2.2,2.1,3.5,2.6,1.1,1.6,1,1.4,1.6,1.9,1.3,1,.6,.6
2021-09-10,.6,.6,.6,.6,.6,1.3,1.8,1.4,1.1,1.2,1.1,1,1,1.1,1.7,1.7,2.4,3.6,3.9,3.5,2.8,3.8,3.9,3.7
2021-09-11,3.2,4.5,3.1,2.5,2.1,2.9,4.8,2.5,2.7,2.8,2.7,3.3,2.5,2.1,1.9,1.9,1.9,2.7,2.5,2.7,2.5,2.4,2.1,2
2021-09-12,2,2,2.2,2.3,2.3,2.9,2.2,1.4,1,1.1,1.1,1.2,1.6,1,1.2,1.2,1,1.8,4,4.4,4.7,6.2,4.5,3.2
2021-09-13,2.7,2.2,1.7,1.7,1.9,2.9,4.2,2.4,2,1,1.1,1,1,1,1.2,1.1,1.3,1.5,1.6,2.6,2.5,3.7,3,2.4
2021-09-14,2.8,2,2,2.2,2.4,3.1,3.9,3.4,2.8,1.9,1.8,7,2.5,3.1,3.5,3.4,3.1,3.5,3.6,3.3,4.4,4.5,4.5,4.6
2021-09-15,2.1,1.6,1.5,2.3,2.1,2.4,2.8,2.7,1.7,1.8,2,1.3,1.1,.9,1.2,1.6,1.5,3.3,5.3,10.6,13.8,12.2,8.2,7.5
2021-09-16,5.2,4.9,4.3,3.5,2.9,3.5,5.6,6.3,6.4,6.7,5.2,3.1,2.2,2.6,2.9,2.9,2.8,3.6,9.1,9.4,9.3,9.1,5.9,8
2021-09-17,5.5,4.3,4,3.8,3.3,5.6,8.1,7.7,4.2,4.8,4.6,4.4,3.4,2.7,2.6,2.4,2.5,3.2,3.8,3.7,3.3,3,3.2,3.7
2021-09-18,3,2.3,2.9,3.3,2.3,1,.9,1.1,1.6,1,.9,1,.8,1,1,1,1.2,1.7,2.8,2.8,3.1,3.1,2.5,1.7
2021-09-19,1.5,1.5,1.5,1.3,1.3,1.2,1.1,1.1,2.2,.9,.7,1.1,1.3,1.1,1.3,1.6,1.5,2.1,5,11.7,12,8.9,7.7,5.9
2021-09-20,4.4,4.1,3.8,3,3.5,4.7,4.9,5.9,4.8,3.9,3,2.9,3,2.3,2.5,2.5,3.6,7,9.2,7.4,8.9,6.1,6.7,5.2
2021-09-21,2,1.6,2,2.8,4.5,6.1,7.4,11.6,4,2.4,2.4,2.3,2.7,3.2,3.6,5.1,4.3,4.3,4.2,3.7,2.6,2.7,2.3,2
2021-09-22,1.7,2.1,3.6,4.5,4.2,9.6,10.2,7,7.6,8.4,5,7.7,7.4,5.1,5.6,7.3,4.9,3.7,2.2,1.8,1.4,1.1,1.2,1.3
2021-09-23,1,1.1,1.4,1.5,2.3,4.2,5.2,5.2,5.9,4.7,3.6,3.9,5.6,3,3.8,3.1,2.4,2,2.5,2.3,2.3,2.4,2.8,2.2
2021-09-24,2.3,2.3,1.8,1.7,2.1,3.1,5,4,3.6,3.5,3.1,2.9,3.1,3,3.1,2.8,3.1,3.2,3.4,3.4,3.5,3.8,4,3.9
2021-09-25,2.8,3.8,3.4,3.4,4.7,5.5,8.6,8,6.7,4.3,2.6,2.1,2.1,2.1,2.3,2.1,2.8,4.4,4.6,5.3,3.7,3.5,3.4,1.3
2021-09-26,.8,.8,.7,1,.9,2.1,2.2,2.7,1.7,1.5,1.3,1.2,1.1,1.3,.9,1.1,1.1,1.5,2.9,3.6,3,2.5,3.3,7.5
2021-09-27,4.8,2.5,3,2.4,3.1,4.4,7.5,9.1,6.6,5.3,4.7,5.2,4.7,3.5,3.5,3.6,3.4,3.3,5,4.9,5.1,2.9,1.7,1.4
2021-09-28,1.4,1.4,1.5,1.5,1.5,2.9,4.6,3.4,2.1,1.8,1.7,1.4,.8,1,1.1,1.3,1.7,3.3,3.5,4.6,5.2,2.1,1.6,1.5
2021-09-29,1.3,1.3,1.8,3.3,6,4.8,5.1,6.8,4.9,2.1,1.3,1.5,1.9,1.6,1.8,1.8,2.5,2.7,5.2,7,4.8,2.1,1.7,1.7
2021-09-30,1.6,2.1,1.7,1.6,1.5,1.9,2.6,2.9,1.9,1.4,9999,9999,9999,1.6,1.6,1.5,1.2,2.4,5.3,8,8.9,2.9,1.7,2.5
2021-10-01,1.8,1.7,2.2,2.9,3.3,4.1,5.4,4.2,3,2.2,2.1,1.4,1.3,1.2,1.2,1.5,2.4,3.2,5.6,8.2,12.7,17.3,11.1,8
2021-10-02,4.1,3.7,4.5,4.5,3.9,5.6,5.4,5.6,5.2,4.5,4.9,4.1,2.9,3.2,3.5,3.6,3.6,3.6,3.5,3.2,3.3,3,2.7,2.5
2021-10-03,2.2,2.2,2.4,1.9,2.8,3.7,3.3,3.5,2.5,2.6,2.8,2.1,2.7,2.2,3,3.2,3.7,4,4.3,4.6,3.2,2.7,3.6,3.1
2021-10-04,4.1,3.1,2.5,2.6,1.6,2.3,2.8,2,1.7,2.1,1.9,1.6,2,1.8,2.3,2.2,2.4,2.8,3.6,3.8,5,4,3.1,4.3
2021-10-05,3.1,2.1,2.1,1.9,2.3,4.1,5.2,4.5,2.9,2.7,1.9,1.4,1.6,1.7,2.1,2.5,4.2,10.2,16.3,11.4,10.1,8.8,6.6,5.3
2021-10-06,4.2,2.8,3,3.1,2.9,3.6,6.1,5.6,4.6,5.1,7.8,8.4,6.7,3.4,3.4,4.1,4.3,7.9,23.7,18.7,12.4,8.4,9,7.6
2021-10-07,7.5,6.4,5.8,5,4,5.6,6.9,6.3,7.9,11.1,17.7,9.9,2.8,2.2,2.9,2.6,2.8,4,6.4,7.8,8.4,5.6,4.6,3.4
2021-10-08,3.2,2.5,2,1.9,2.5,5.2,8,9.6,7.8,5.8,3.1,3.7,3.1,1.9,1.7,2.1,2.4,3.8,4.9,8.2,7.5,5.3,4,3.6
2021-10-09,3.7,3.5,3.3,3.4,3,3.1,3.3,3,2.8,2.9,2.7,2.5,2.8,3.7,3.5,3.4,4.3,2.7,3,3.3,3.5,5.3,4.4,4
2021-10-10,3.1,2.2,1.9,1.6,1.8,2.2,2.3,2.8,2.8,3.6,3.2,3.7,2.1,1.5,1.9,3.1,3.1,6.4,9.3,9,3.9,4.4,3.8,3.7
2021-10-11,3.8,6.2,6.1,4,3.1,3.3,4.7,3,3.5,2,1.7,1.9,1.6,1.5,1.6,1.7,2.7,4.8,8.2,12.2,7.2,9.4,7.4,7.5
2021-10-12,5.4,4.6,4.1,4.4,7.6,7.2,9.5,11.5,10.3,7.9,4.7,2.8,2.4,3.1,2.9,3.7,5.3,11,19.2,22.4,25.8,23.3,14.6,10
2021-10-13,10.5,8,6.1,7.2,10,14.4,10.8,14.2,9.9,8.6,8.3,5.6,6.7,5.8,5,4.5,8.8,7.6,5.5,6,4.9,6.5,9.5,8.1
2021-10-14,3.2,3,2.2,1.8,2.2,2.7,5.3,7.3,5,4.3,3.8,3.7,4.5,3.9,3.4,2.8,6.3,13.2,14.6,12.3,9.4,11.3,9.7,12.7
2021-10-15,11.7,8.4,6.2,3.2,3.9,5,7.4,8.6,7.7,8.3,7.4,7.9,8.2,7.7,7.1,6,8,12,10.5,7,6.9,5,4.8,4.9
2021-10-16,4.4,5.1,7.1,6.6,6.6,6.9,6.5,6.4,7.8,4.6,2,2.2,1.7,1.7,1.8,1.6,1.7,1.5,1.2,1.2,1.1,1.2,1.1,1.2
2021-10-17,1.3,2.2,2,2.3,2.2,2.3,2.7,2.2,1.5,1.5,1.2,1.4,1.4,1.1,1.5,1.6,2.2,1.4,1.9,2.2,1.8,1.9,2.3,2
2021-10-18,2.1,1.8,1.9,1.2,1.1,1.6,1.6,2.1,1.6,1.3,1.3,1,1.1,1,1.3,1.2,1.5,1.7,2.5,2.2,1.8,1.2,1.3,.8
2021-10-19,1,1.7,1.6,1.7,2,3.6,5.2,7.3,4.7,4.2,4,3.1,4.3,3,1.9,2.2,4.3,6.4,6.8,11.5,17.1,12.7,6.8,4.1
2021-10-20,3.9,7.2,6,5.2,6,8.3,11.8,11.9,9.4,5,4.5,3.3,3.3,2.9,3,4.4,6.2,6.3,7.7,8.9,10.1,10.8,6.1,2.3
2021-10-21,1.4,1.7,1.6,1.8,1.9,3,5.3,10.1,11.7,6.6,6,7.3,6.8,7,7,7,9.5,10.3,7.7,7.2,7.9,7.3,8.3,8.1
2021-10-22,6.7,1.5,.6,.6,.6,.8,1.8,1.8,1.5,1.6,1.1,1.5,1.2,1.7,2.1,2,2.4,3.3,4.1,5.2,5.7,4.1,2.8,2.7
2021-10-23,2.8,3.4,3.2,2.8,3.3,3.9,4.3,4,3.9,2.1,1.4,1,.9,.9,1.2,2,3.1,5.2,5.9,10.1,18,18.4,17.2,11.6
2021-10-24,10,15.1,11.6,8.9,9,6.9,12.6,11.3,7.7,6.4,2.7,2.8,2.6,2.1,2.5,3.4,5.1,11,12.7,11,11,14.6,12,10.4
2021-10-25,7.9,2.7,4.2,3.6,2.6,4.5,5.3,5.4,4.4,4.8,4.5,4.4,3.6,2.3,2.1,2,1.9,1.9,2,1.6,1.7,1.7,1.5,1.5
2021-10-26,1.3,1.7,1.9,2.5,2.7,3.3,4.6,4.4,3,2.6,2.9,2.3,2.6,3.1,4,5.3,5,4.4,3.9,3.3,3.9,3.7,2.8,2.5
2021-10-27,2.8,3.6,3,2.1,2.8,5.4,10.1,10.7,5,3.7,3.4,2.8,1.8,1.6,1.6,1.9,3.8,4.1,8.8,8.4,9.6,6.8,5.5,3.6
2021-10-28,3.9,3.3,6.1,8.7,9,10.9,10.3,8.7,8.6,4.2,3.2,2.8,2.7,3,3.1,3.8,4.6,5.5,5.8,6.5,5.3,4.5,4.3,3.9
2021-10-29,3.3,3.3,3,3.2,3.1,4.9,7.8,6.3,4.8,3.7,3.7,2.8,2.5,2.6,2.5,3,4.1,4.9,4.7,4.3,4,5.5,6.7,4.2
2021-10-30,4.9,3.2,3.4,2.7,2.7,2.7,3.2,3.3,2.9,3,2.7,2.8,3.1,3.5,3.7,3.1,3.2,3.1,2.8,3,2.7,2.5,2.5,2.1
2021-10-31,2.2,2.4,2.1,1.7,2.2,2.9,3.8,6.6,6.4,4.9,3.4,2.6,1.9,1.8,1.8,2.1,2,2.1,1.7,2.5,4,3.6,3.3,4.3
2021-11-01,3.1,2.4,1.8,.6,.9,1.8,3.5,3.9,2.5,1.8,1.6,1.2,1.4,1.5,2.1,2.7,2.4,2.1,2.9,2.5,3.1,3,2.8,3.6
2021-11-02,3.8,4,6.5,5.9,3.9,5.7,16.5,16,10.9,7,4,3.3,2.7,2.9,3.7,5.5,5.6,3.7,6.8,10.6,5.7,4.2,4.6,4.3
2021-11-03,4.7,2.3,2.3,3.1,4,4.3,6.5,8,6.4,3.8,2.5,1.7,1.8,1.9,1.8,2.3,3.1,5.2,6.5,11.8,10.4,7.7,8.4,8.3
2021-11-04,6.6,7,6.7,5.3,7.1,6.6,10,9.2,9.5,11.5,6.7,6.9,2.4,1.6,2.3,3.1,4.2,7.4,6.8,19.6,27.8,25.6,25.3,25.9
2021-11-05,21.6,22.8,18.9,17.9,15.4,14.1,17.5,16.8,6.9,7.5,4.7,3.7,3.2,2.6,3,3.6,5,4.4,3.7,5.5,7.7,8.5,5.8,7.5
2021-11-06,8.1,9.6,14.1,23.4,16,13.4,19.5,15.6,11.8,7.7,5.8,4.7,4,3.5,3.7,4.3,7.1,10.3,8.3,6.7,7.5,9.8,11.8,12.5
2021-11-07,15.4,15.2,17,9.6,13.8,14.5,18.5,17.3,10.9,9.8,7.9,4.6,4.1,4.1,4.5,6.1,8.2,8.2,7.7,7.9,8.8,11.9,10.4,9.3
2021-11-08,8,9.7,9.3,11.6,17.9,21,11.8,12.5,18.8,22.3,17.9,6.3,4.7,3.7,4.9,5.5,7.4,9.9,7.3,8.7,9.3,10.4,11.1,8.7
2021-11-09,9.2,8.4,6,5.6,7.2,5.7,8.3,10.8,12.3,7,3.4,3.2,2.6,2.8,4.4,7,9.2,9.6,24.5,20.7,16.9,16.3,11,10.6
2021-11-10,9.1,12.2,8.5,8.3,6.8,7.9,8,9.9,6.4,4.4,3,2.7,2.7,2.6,2.5,4,5.4,10.1,12.1,20.7,21.7,21.8,18,11.2
2021-11-11,11,6,7.2,8.2,7.7,9,9.5,14.4,11.8,8.6,3.4,3.4,3.6,5.8,8.9,8,7.5,6.6,5.7,5.4,5.3,5,4.7,4.5
2021-11-12,4.3,4,3.9,3.8,3.8,4.1,4.8,6.3,10,9.8,12.5,14,6.5,3.4,3.8,4.3,6.8,14.9,10.5,10.3,14.6,15.1,9.5,9.2
2021-11-13,8,7.8,10.1,15.9,17.8,12.2,12.8,13.1,12.1,10.4,8.3,4.3,4.6,6.5,6.2,5.7,7.1,8.1,7.9,7,6.6,7.7,8.5,8.4
2021-11-14,8.8,3.5,2.8,1.5,1.5,2,2.3,3,2.8,1.9,2.4,1.5,1.6,2.2,4.1,5.6,6.1,6.9,5.8,5.3,4.2,4.5,4.9,4.3
2021-11-15,5.9,4.4,3.9,3.9,4,5.2,7.2,9.7,6.6,4.5,2.3,2.5,1.9,1.8,2.5,2.7,3.3,4.3,3.9,3.3,2.6,2.9,2.2,2.4
2021-11-16,2.5,2.8,2.5,2.5,1.9,2.2,4.4,6.4,5,2.6,1.7,1.6,1.6,1.8,2,2.7,2.9,3.8,6,9.8,7.8,6.6,8.2,18.6
2021-11-17,19.7,18.2,27.2,27.1,25.6,20.8,21.3,18,9.1,7.2,5.2,6.4,7.1,6.2,9.5,8.1,8.7,9.2,8.3,6.9,6.3,5.3,5.3,5.9
2021-11-18,5.7,5.8,5.9,6.9,7,9.9,11.2,9.9,14.4,15,17.2,13.9,10.6,12.8,16.4,15.4,9.1,8.3,6.6,4,4.1,3.8,2.9,4.7
2021-11-19,3.6,3.5,3,3.5,3.8,3.2,4.4,3.5,3.5,2.7,1.9,1.6,2.1,2.1,2.1,2.5,2.6,4.2,5,6.7,7.4,5.8,5.4,6.3
2021-11-20,7.8,9.4,10.3,14.3,21.2,22.9,24.4,24.1,22.1,16.8,13.4,9.3,6.5,6.7,7.9,10.3,11.4,13.8,14.9,13.7,12.7,13.7,9.8,8.4
2021-11-21,9.5,10.1,9.2,11.3,11.2,11.7,14.1,10.6,13.7,10.6,7.1,6.2,5.6,4.3,4.7,5.4,5.1,4.9,5.8,7.7,7.9,8.6,4.7,4.6
2021-11-22,4.3,4.6,4.8,6,4,1.9,3.1,3.2,3.5,2.2,1.9,1.9,1.9,2.5,3.4,3.7,3.4,4.4,4.9,5.3,5,4.1,3.7,3.3
2021-11-23,3.8,3.3,4.2,3.5,2.3,1.9,2.8,4.1,3.3,2.3,2.1,1.7,1.9,2,2.2,3.2,5,6,5.3,5.3,7,9.8,13.9,10.1
2021-11-24,10,10.8,12.8,23.3,25.6,27.7,29.1,29.5,23.4,18.6,9.3,6.5,5.3,5.4,6.5,9.6,12.8,14.9,13.4,11.2,12.5,18.7,20.6,12
2021-11-25,11.9,8.2,8.2,8.3,12.8,16,17.5,18.2,18.4,18.3,18.9,18.6,18.3,16.6,16.4,14.4,16.1,14,11.9,15.3,15.6,15.1,14.3,14.1
2021-11-26,15.3,18.4,19,19,18.5,18.2,17.8,17.4,15.3,10.9,5.4,3.8,3,2.8,2.4,2.4,2.2,1.8,1.3,1.3,1.4,1.2,1.3,1.2
2021-11-27,1.3,1.2,1.1,1.5,1.7,1.6,1.8,2.2,2.8,2.6,2.1,1.8,1.7,1.6,1.8,2.4,2.8,3.2,2.9,3.1,3.1,4.6,3.8,4.2
2021-11-28,6.6,2.2,3.4,3.2,3.1,5.3,6.8,5.4,4.3,2.5,2.3,4.1,7.3,5.1,4.7,5.9,7.7,9.3,10.8,8.9,9.7,15,8.7,4.8
2021-11-29,8.7,7.5,4.6,4.5,5.7,7.3,6.1,9.9,10,6.5,5.8,5.5,5.5,3.9,3.9,4.2,4.9,4.6,5.3,5.1,4.8,4.5,3.7,4.2
2021-11-30,5,5.1,6.5,10,9.6,11,10.8,14.9,17.3,16.9,15.6,15.5,11.9,12.1,13.3,13.9,12.5,13.3,14.6,17.8,14.1,11.3,14.1,10.9
2021-12-01,8.4,10.8,13.8,10.9,4.3,2.5,2.9,4.9,4.2,3.2,2.1,2.2,3.4,3.4,3.1,7.7,15.2,22.4,25.3,10.5,12.5,10,9.2,6.9
2021-12-02,7,6.7,8.3,5.3,4.6,4.9,7.1,16.4,13.2,6.9,7.7,9.5,10.4,9.7,8.8,9.1,5.7,3.6,3.1,2.8,2.1,1.6,1.6,1.3
2021-12-03,1,1.3,1.4,1.5,1.4,1.5,2,2.2,2.6,2.6,2.4,2.1,2,2.2,2.4,3.1,4.7,5.4,5.2,3.2,3.5,2.8,2.5,2.5
2021-12-04,2.4,3.2,3.9,5.1,6.6,14.8,22.4,21.3,10.6,8.2,10.4,7.6,6.7,7.9,6.2,9.2,13.5,14.6,11.1,16.8,27.6,28.3,24.5,22
2021-12-05,17.7,18.8,17.4,18,13.3,17.4,27.6,26.5,14.2,13.4,21.8,12,7.1,5.5,5.8,6.2,7.4,6.1,5.4,4.3,4,4.2,5.9,7.8
2021-12-06,5.7,4.7,4.7,5.3,5.4,6.6,8.9,12.3,13.8,18.4,16.4,17.7,25.7,26.8,26.4,11.1,6.4,6.1,6.2,5.4,7.2,6.4,5.4,2.3
2021-12-07,1.2,1.4,1.5,1.4,2.1,3.4,4.6,6.9,7,5.2,3.6,5.9,3.9,2.6,3.7,3.9,4.2,3,2.9,3.2,4.2,4.5,4.7,4.9
2021-12-08,5.8,7.7,6.5,6.6,7.3,6.4,6.1,7.3,8.6,7.6,8.6,8.7,9.3,10.5,10.7,11.9,11.1,10.4,9.3,8.6,8.6,7.4,9.6,8.7
2021-12-09,7.8,11.3,16.9,13.9,11.3,11.8,15.9,10.6,10.4,3.4,3,3,3.7,3.8,4.7,9.1,17.1,18.9,23.3,24.3,14.6,12.5,8.6,7.4
2021-12-10,5.7,6.5,6,7,8.8,9.1,8.5,9.3,10.8,11.9,10.3,11.5,10.9,11.3,14,18.3,19.3,19.6,16.3,12.5,11.5,12.8,15.9,16.2
2021-12-11,13.8,14,13.8,13,9.7,8.3,7.5,7.1,7.5,8.9,10.4,12.3,13.5,14.1,14,15,16.1,21.5,9.4,5.5,4.3,3.3,2.5,2.1
2021-12-12,1.6,1.6,1.8,2.8,2.8,5.2,7.1,8,7.6,5.3,2.9,3.3,2.9,2.7,4.2,5.6,8.6,9.7,8,8.6,8.4,9.3,8.3,7.4
2021-12-13,7.6,9.2,9.3,8.4,8.6,7.1,8.2,10.1,11.7,11.8,9.3,8,7.4,8.7,9.2,11.4,13.3,14.2,14.9,10.3,8.2,6.4,4.8,5.2
2021-12-14,5.9,4.1,4.7,5.4,6,3.2,6.1,11.4,6.8,2.9,2.3,3.1,2.3,2.2,2.7,5.2,10.1,14.9,18,19.8,24,23.5,22.2,15.9
2021-12-15,13.1,18.7,19.1,13.7,11.6,8.2,5.8,7.5,10.4,9.5,9.2,10.9,11.7,12.9,14.8,13.7,13.2,12.1,11.1,10.6,10.9,10.6,11.9,12.7
2021-12-16,11.5,12.5,13,12.9,11.1,13.6,16.1,17.4,18.7,17.4,12.7,12,11.1,7,7.1,7.2,6.5,5.9,5.3,4.7,5.1,4.5,3.9,2.6
2021-12-17,2.5,2.4,2.4,2.1,2.2,2.4,2.7,3.6,3.5,2.9,3,2.9,2.8,2.5,2.5,2.9,3.2,3.9,2.9,2.7,2.7,2.8,3.3,3.5
2021-12-18,2.4,3.4,4.4,2.9,3.3,3.3,2.7,2.6,2.7,2.9,4,3,3.4,4.3,5.2,4.9,6.5,5.3,3,3,4.6,6,6.5,3.8
2021-12-19,3.6,3.4,3.2,3.2,3.7,2.9,3.3,2.3,2.3,2.1,1.9,1.9,2.5,2,1.9,3.2,4.7,8.2,10.7,14.5,14.3,8.9,11,11.1
2021-12-20,10.7,15.9,22.1,23.6,29.5,33.2,29.5,25.3,21.3,15.9,16.2,15.9,13.8,16.6,14.1,16.9,17.5,18.1,18.2,22.1,18.4,10,9,9.2
2021-12-21,10.3,8.6,7.6,4,3.4,5.2,4.3,3.9,5.3,3.3,2.6,2.4,2,2.1,4.4,6,7,6.1,5.6,5.5,4.3,5.4,8,6.7
2021-12-22,5.1,4.8,5.5,5.3,5.5,6.1,9.2,10.8,12,12,23.5,27.9,15,7.4,5.8,4.4,2.8,3,3,2.6,2.1,2.7,2.6,2.7
2021-12-23,3,2.6,2.7,3.1,3.1,4.3,4.3,3.6,2.9,3,2.5,3.3,3.8,6.6,5.6,10.3,15.1,17.2,22.3,18.2,22.1,18.9,16.1,15
2021-12-24,12.1,10.1,10.6,9.1,8.2,8.4,9.8,12.3,13.3,10.3,8.8,7.3,7.8,9.2,13.3,12.3,13,14.5,11.2,9.7,10.8,14.5,14.7,14.8
2021-12-25,13.8,10.6,9.3,7.4,6,5.8,5.3,5.5,5.4,5.9,5.8,6.2,6.3,5.3,6.2,7.6,7.9,10.5,10.1,13,22,10.5,7.9,7.1
2021-12-26,7.9,6.1,5.9,6.1,7.1,6.9,8.2,5.9,5.3,4.5,4.6,4,3.6,3.9,2.3,2.4,2.1,2.4,2.5,2.2,2.5,2,2.3,3.5
2021-12-27,3,2.2,3,5,5.1,3.9,6.2,5.7,5,6,3.9,4.6,3.9,3.8,3.8,5.2,7,6.7,6,7.2,6.9,6.6,7.1,4.2
2021-12-28,4.2,4.3,4.5,4.6,5.6,6,14.9,21.2,19.7,21,20.4,11.4,10.4,5.3,5.3,7.3,7.5,7.1,8.2,8,11.2,9.4,5.4,5.2
2021-12-29,4.5,4.7,4.9,5.3,5.6,4.3,5.7,5.9,6.5,5.7,5.2,6.6,5.8,4.4,5.2,8,7.8,9.7,11,10.3,9,9.7,10,10
2021-12-30,9.2,9.5,9.4,8.5,9.5,10.1,10.9,12,12.1,9.4,9.9,9.4,11.2,11,11.2,13.8,20.7,22.9,24.9,19.9,21.2,25.1,26.3,25
2021-12-31,24.5,22.5,17.3,13,12.1,16.2,15,12.3,11,10.1,11.2,10.6,10.2,10.1,8.6,8,9.5,9.9,13.3,12.7,14.1,14.5,12,12.2
