hour,day,month,o3
1,7,9,13
2,7,9,13
3,7,9,12
4,7,9,12
5,7,9,12
6,7,9,9
7,7,9,9
8,7,9,10
9,7,9,12
10,7,9,18
11,7,9,24
12,7,9,25
13,7,9,26
14,7,9,27
15,7,9,29
16,7,9,28
17,7,9,26
18,7,9,23
19,7,9,23
20,7,9,28
21,7,9,27
22,7,9,26
23,7,9,22
24,7,9,23
1,8,9,23
2,8,9,22
3,8,9,24
4,8,9,30
5,8,9,36
6,8,9,37
7,8,9,39
8,8,9,41
9,8,9,40
10,8,9,43
11,8,9,40
12,8,9,37
13,8,9,40
14,8,9,44
15,8,9,47
16,8,9,46
17,8,9,44
18,8,9,44
19,8,9,42
20,8,9,40
21,8,9,39
22,8,9,35
23,8,9,33
24,8,9,30
1,9,9,25
2,9,9,26
3,9,9,22
4,9,9,21
5,9,9,18
6,9,9,14
7,9,9,8
8,9,9,12
9,9,9,18
10,9,9,23
11,9,9,25
12,9,9,26
13,9,9,25
14,9,9,27
15,9,9,25
16,9,9,23
17,9,9,20
18,9,9,17
19,9,9,16
20,9,9,15
21,9,9,16
22,9,9,17
23,9,9,17
24,9,9,17
1,10,9,16
2,10,9,15
3,10,9,15
4,10,9,14
5,10,9,14
6,10,9,12
7,10,9,12
8,10,9,13
9,10,9,18
10,10,9,22
11,10,9,27
12,10,9,30
13,10,9,31
14,10,9,32
15,10,9,32
16,10,9,30
17,10,9,29
18,10,9,25
19,10,9,24
20,10,9,23
21,10,9,24
22,10,9,22
23,10,9,21
24,10,9,21
1,11,9,19
2,11,9,18
3,11,9,19
4,11,9,18
5,11,9,16
6,11,9,15
7,11,9,13
8,11,9,17
9,11,9,20
10,11,9,23
11,11,9,28
12,11,9,29
13,11,9,33
14,11,9,39
15,11,9,42
16,11,9,44
17,11,9,45
18,11,9,44
19,11,9,43
20,11,9,43
21,11,9,43
22,11,9,41
23,11,9,40
24,11,9,38
1,12,9,37
2,12,9,41
3,12,9,39
4,12,9,35
5,12,9,32
6,12,9,29
7,12,9,26
8,12,9,27
9,12,9,26
10,12,9,26
11,12,9,26
12,12,9,26
13,12,9,25
14,12,9,26
15,12,9,25
16,12,9,24
17,12,9,24
18,12,9,22
19,12,9,19
20,12,9,17
21,12,9,14
22,12,9,10
23,12,9,11
24,12,9,11
1,13,9,10
2,13,9,9
3,13,9,8
4,13,9,7
5,13,9,7
6,13,9,6
7,13,9,8
8,13,9,9
9,13,9,12
10,13,9,17
11,13,9,18
12,13,9,22
13,13,9,22
14,13,9,21
15,13,9,21
16,13,9,21
17,13,9,21
18,13,9,20
19,13,9,20
20,13,9,18
21,13,9,16
22,13,9,13
23,13,9,12
24,13,9,12
1,14,9,10
2,14,9,10
3,14,9,8
4,14,9,8
5,14,9,7
6,14,9,5
7,14,9,4
8,14,9,6
9,14,9,10
10,14,9,13
11,14,9,16
12,14,9,20
13,14,9,23
14,14,9,25
15,14,9,27
16,14,9,27
17,14,9,25
18,14,9,24
19,14,9,23
20,14,9,22
21,14,9,20
22,14,9,19
23,14,9,17
24,14,9,20
1,15,9,42
2,15,9,42
3,15,9,43
4,15,9,42
5,15,9,39
6,15,9,32
7,15,9,23
8,15,9,22
9,15,9,21
10,15,9,20
11,15,9,19
12,15,9,19
13,15,9,21
14,15,9,22
15,15,9,22
16,15,9,22
17,15,9,22
18,15,9,20
19,15,9,17
20,15,9,11
21,15,9,7
22,15,9,1
23,15,9,2
24,15,9,1
1,16,9,2
2,16,9,1
3,16,9,1
4,16,9,0
5,16,9,2
6,16,9,1
7,16,9,2
8,16,9,5
9,16,9,7
10,16,9,8
11,16,9,18
12,16,9,27
13,16,9,31
14,16,9,33
15,16,9,34
16,16,9,34
17,16,9,33
18,16,9,32
19,16,9,24
20,16,9,22
21,16,9,19
22,16,9,17
23,16,9,17
24,16,9,9
1,17,9,11
2,17,9,11
3,17,9,9
4,17,9,8
5,17,9,11
6,17,9,9
7,17,9,7
8,17,9,9
9,17,9,13
10,17,9,15
11,17,9,17
12,17,9,25
13,17,9,32
14,17,9,40
15,17,9,41
16,17,9,41
17,17,9,41
18,17,9,39
19,17,9,37
20,17,9,34
21,17,9,32
22,17,9,30
23,17,9,27
24,17,9,25
1,18,9,24
2,18,9,21
3,18,9,17
4,18,9,17
5,18,9,19
6,18,9,31
7,18,9,29
8,18,9,27
9,18,9,26
10,18,9,27
11,18,9,28
12,18,9,28
13,18,9,26
14,18,9,25
15,18,9,24
16,18,9,24
17,18,9,23
18,18,9,21
19,18,9,18
20,18,9,17
21,18,9,14
22,18,9,13
23,18,9,12
24,18,9,12
1,19,9,12
2,19,9,11
3,19,9,11
4,19,9,10
5,19,9,9
6,19,9,8
7,19,9,8
8,19,9,9
9,19,9,10
10,19,9,16
11,19,9,19
12,19,9,20
13,19,9,22
14,19,9,25
15,19,9,26
16,19,9,26
17,19,9,26
18,19,9,24
19,19,9,19
20,19,9,10
21,19,9,6
22,19,9,5
23,19,9,3
24,19,9,3
1,20,9,3
2,20,9,3
3,20,9,3
4,20,9,4
5,20,9,2
6,20,9,2
7,20,9,3
8,20,9,5
9,20,9,10
10,20,9,14
11,20,9,19
12,20,9,26
13,20,9,31
14,20,9,29
15,20,9,31
16,20,9,33
17,20,9,30
18,20,9,26
19,20,9,20
20,20,9,18
21,20,9,15
22,20,9,18
23,20,9,16
24,20,9,16
1,21,9,22
2,21,9,25
3,21,9,25
4,21,9,24
5,21,9,22
6,21,9,22
7,21,9,20
8,21,9,15
9,21,9,24
10,21,9,26
11,21,9,28
12,21,9,30
13,21,9,30
14,21,9,29
15,21,9,28
16,21,9,25
17,21,9,26
18,21,9,25
19,21,9,24
20,21,9,24
21,21,9,26
22,21,9,26
23,21,9,26
24,21,9,26
1,22,9,26
2,22,9,24
3,22,9,19
4,22,9,18
5,22,9,19
6,22,9,14
7,22,9,13
8,22,9,18
9,22,9,16
10,22,9,15
11,22,9,18
12,22,9,16
13,22,9,18
14,22,9,21
15,22,9,20
16,22,9,18
17,22,9,13
18,22,9,9
19,22,9,10
20,22,9,10
21,22,9,10
22,22,9,9
23,22,9,10
24,22,9,8
1,23,9,10
2,23,9,10
3,23,9,10
4,23,9,9
5,23,9,7
6,23,9,4
7,23,9,12
8,23,9,14
9,23,9,13
10,23,9,14
11,23,9,16
12,23,9,19
13,23,9,19
14,23,9,20
15,23,9,21
16,23,9,21
17,23,9,22
18,23,9,23
19,23,9,22
20,23,9,22
21,23,9,26
22,23,9,37
23,23,9,35
24,23,9,31
1,24,9,26
2,24,9,21
3,24,9,20
4,24,9,20
5,24,9,24
6,24,9,21
7,24,9,19
8,24,9,21
9,24,9,22
10,24,9,23
11,24,9,25
12,24,9,27
13,24,9,26
14,24,9,27
15,24,9,26
16,24,9,29
17,24,9,29
18,24,9,30
19,24,9,28
20,24,9,28
21,24,9,27
22,24,9,26
23,24,9,23
24,24,9,21
1,25,9,21
2,25,9,15
3,25,9,14
4,25,9,13
5,25,9,10
6,25,9,9
7,25,9,4
8,25,9,7
9,25,9,13
10,25,9,19
11,25,9,30
12,25,9,37
13,25,9,39
14,25,9,40
15,25,9,41
16,25,9,41
17,25,9,41
18,25,9,37
19,25,9,34
20,25,9,32
21,25,9,32
22,25,9,30
23,25,9,31
24,25,9,34
1,26,9,32
2,26,9,33
3,26,9,30
4,26,9,29
5,26,9,27
6,26,9,26
7,26,9,24
8,26,9,24
9,26,9,26
10,26,9,26
11,26,9,27
12,26,9,29
13,26,9,30
14,26,9,28
15,26,9,30
16,26,9,28
17,26,9,26
18,26,9,24
19,26,9,22
20,26,9,20
21,26,9,21
22,26,9,20
23,26,9,19
24,26,9,13
1,27,9,14
2,27,9,16
3,27,9,15
4,27,9,17
5,27,9,16
6,27,9,14
7,27,9,10
8,27,9,9
9,27,9,11
10,27,9,13
11,27,9,13
12,27,9,13
13,27,9,14
14,27,9,19
15,27,9,19
16,27,9,18
17,27,9,18
18,27,9,19
19,27,9,17
20,27,9,16
21,27,9,13
22,27,9,13
23,27,9,16
24,27,9,17
1,28,9,17
2,28,9,18
3,28,9,17
4,28,9,15
5,28,9,14
6,28,9,12
7,28,9,12
8,28,9,15
9,28,9,18
10,28,9,22
11,28,9,21
12,28,9,22
13,28,9,23
14,28,9,24
15,28,9,25
16,28,9,25
17,28,9,24
18,28,9,22
19,28,9,22
20,28,9,21
21,28,9,17
22,28,9,18
23,28,9,17
24,28,9,17
1,29,9,16
2,29,9,17
3,29,9,18
4,29,9,15
5,29,9,12
6,29,9,13
7,29,9,12
8,29,9,10
9,29,9,11
10,29,9,15
11,29,9,16
12,29,9,16
13,29,9,15
14,29,9,15
15,29,9,16
16,29,9,16
17,29,9,16
18,29,9,14
19,29,9,11
20,29,9,8
21,29,9,8
22,29,9,11
23,29,9,11
24,29,9,10
1,30,9,9
2,30,9,7
3,30,9,6
4,30,9,7
5,30,9,6
6,30,9,7
7,30,9,7
8,30,9,9
9,30,9,12
10,30,9,14
11,30,9,9999
12,30,9,9999
13,30,9,21
14,30,9,21
15,30,9,21
16,30,9,21
17,30,9,22
18,30,9,18
19,30,9,14
20,30,9,9
21,30,9,7
22,30,9,12
23,30,9,12
24,30,9,11
1,1,10,11
2,1,10,10
3,1,10,9
4,1,10,7
5,1,10,6
6,1,10,5
7,1,10,4
8,1,10,4
9,1,10,6
10,1,10,7
11,1,10,10
12,1,10,16
13,1,10,19
14,1,10,20
15,1,10,21
16,1,10,21
17,1,10,21
18,1,10,19
19,1,10,16
20,1,10,12
21,1,10,7
22,1,10,1
23,1,10,5
24,1,10,5
1,2,10,11
2,2,10,11
3,2,10,10
4,2,10,9
5,2,10,8
6,2,10,7
7,2,10,6
8,2,10,5
9,2,10,4
10,2,10,5
11,2,10,5
12,2,10,5
13,2,10,8
14,2,10,9
15,2,10,10
16,2,10,10
17,2,10,8
18,2,10,9
19,2,10,9
20,2,10,9
21,2,10,9
22,2,10,9
23,2,10,10
24,2,10,11
1,3,10,12
2,3,10,12
3,3,10,12
4,3,10,13
5,3,10,12
6,3,10,11
7,3,10,12
8,3,10,13
9,3,10,16
10,3,10,17
11,3,10,16
12,3,10,18
13,3,10,16
14,3,10,17
15,3,10,15
16,3,10,15
17,3,10,13
18,3,10,11
19,3,10,9
20,3,10,9
21,3,10,10
22,3,10,12
23,3,10,14
24,3,10,16
1,4,10,16
2,4,10,15
3,4,10,15
4,4,10,14
5,4,10,14
6,4,10,12
7,4,10,13
8,4,10,16
9,4,10,16
10,4,10,15
11,4,10,15
12,4,10,15
13,4,10,17
14,4,10,18
15,4,10,17
16,4,10,17
17,4,10,18
18,4,10,17
19,4,10,15
20,4,10,16
21,4,10,15
22,4,10,17
23,4,10,19
24,4,10,16
1,5,10,16
2,5,10,16
3,5,10,16
4,5,10,16
5,5,10,15
6,5,10,11
7,5,10,10
8,5,10,11
9,5,10,13
10,5,10,16
11,5,10,19
12,5,10,22
13,5,10,24
14,5,10,26
15,5,10,26
16,5,10,25
17,5,10,23
18,5,10,16
19,5,10,8
20,5,10,11
21,5,10,6
22,5,10,3
23,5,10,2
24,5,10,2
1,6,10,2
2,6,10,2
3,6,10,3
4,6,10,5
5,6,10,4
6,6,10,3
7,6,10,1
8,6,10,4
9,6,10,7
10,6,10,13
11,6,10,15
12,6,10,21
13,6,10,27
14,6,10,33
15,6,10,36
16,6,10,37
17,6,10,37
18,6,10,33
19,6,10,14
20,6,10,12
21,6,10,7
22,6,10,5
23,6,10,2
24,6,10,3
1,7,10,2
2,7,10,2
3,7,10,2
4,7,10,2
5,7,10,3
6,7,10,2
7,7,10,2
8,7,10,3
9,7,10,4
10,7,10,8
11,7,10,8
12,7,10,23
13,7,10,36
14,7,10,38
15,7,10,38
16,7,10,35
17,7,10,33
18,7,10,31
19,7,10,27
20,7,10,22
21,7,10,18
22,7,10,16
23,7,10,12
24,7,10,10
1,8,10,10
2,8,10,10
3,8,10,10
4,8,10,10
5,8,10,10
6,8,10,5
7,8,10,2
8,8,10,4
9,8,10,8
10,8,10,15
11,8,10,21
12,8,10,24
13,8,10,28
14,8,10,30
15,8,10,29
16,8,10,31
17,8,10,30
18,8,10,29
19,8,10,28
20,8,10,23
21,8,10,23
22,8,10,22
23,8,10,22
24,8,10,21
1,9,10,19
2,9,10,16
3,9,10,15
4,9,10,13
5,9,10,14
6,9,10,13
7,9,10,13
8,9,10,13
9,9,10,14
10,9,10,15
11,9,10,18
12,9,10,21
13,9,10,23
14,9,10,23
15,9,10,25
16,9,10,25
17,9,10,22
18,9,10,26
19,9,10,25
20,9,10,23
21,9,10,20
22,9,10,17
23,9,10,21
24,9,10,20
1,10,10,21
2,10,10,21
3,10,10,20
4,10,10,20
5,10,10,18
6,10,10,16
7,10,10,15
8,10,10,13
9,10,10,12
10,10,10,11
11,10,10,13
12,10,10,18
13,10,10,25
14,10,10,27
15,10,10,26
16,10,10,24
17,10,10,21
18,10,10,11
19,10,10,8
20,10,10,12
21,10,10,15
22,10,10,12
23,10,10,14
24,10,10,13
1,11,10,12
2,11,10,7
3,11,10,7
4,11,10,9
5,11,10,13
6,11,10,12
7,11,10,12
8,11,10,21
9,11,10,24
10,11,10,27
11,11,10,29
12,11,10,30
13,11,10,30
14,11,10,32
15,11,10,34
16,11,10,34
17,11,10,33
18,11,10,31
19,11,10,27
20,11,10,19
21,11,10,22
22,11,10,16
23,11,10,15
24,11,10,10
1,12,10,11
2,12,10,15
3,12,10,13
4,12,10,12
5,12,10,10
6,12,10,10
7,12,10,7
8,12,10,6
9,12,10,9
10,12,10,14
11,12,10,23
12,12,10,29
13,12,10,33
14,12,10,34
15,12,10,36
16,12,10,35
17,12,10,34
18,12,10,27
19,12,10,16
20,12,10,12
21,12,10,4
22,12,10,2
23,12,10,4
24,12,10,7
1,13,10,6
2,13,10,13
3,13,10,13
4,13,10,10
5,13,10,6
6,13,10,4
7,13,10,10
8,13,10,7
9,13,10,11
10,13,10,11
11,13,10,12
12,13,10,16
13,13,10,12
14,13,10,11
15,13,10,11
16,13,10,10
17,13,10,7
18,13,10,4
19,13,10,5
20,13,10,4
21,13,10,4
22,13,10,4
23,13,10,3
24,13,10,5
1,14,10,11
2,14,10,10
3,14,10,11
4,14,10,16
5,14,10,15
6,14,10,15
7,14,10,10
8,14,10,8
9,14,10,10
10,14,10,11
11,14,10,12
12,14,10,12
13,14,10,15
14,14,10,20
15,14,10,25
16,14,10,30
17,14,10,24
18,14,10,16
19,14,10,13
20,14,10,12
21,14,10,14
22,14,10,13
23,14,10,16
24,14,10,9
1,15,10,8
2,15,10,9
3,15,10,10
4,15,10,14
5,15,10,14
6,15,10,12
7,15,10,9
8,15,10,7
9,15,10,6
10,15,10,6
11,15,10,10
12,15,10,12
13,15,10,15
14,15,10,18
15,15,10,20
16,15,10,20
17,15,10,18
18,15,10,13
19,15,10,13
20,15,10,16
21,15,10,15
22,15,10,12
23,15,10,9
24,15,10,8
1,16,10,9
2,16,10,8
3,16,10,5
4,16,10,7
5,16,10,6
6,16,10,7
7,16,10,8
8,16,10,9
9,16,10,8
10,16,10,20
11,16,10,18
12,16,10,21
13,16,10,26
14,16,10,23
15,16,10,20
16,16,10,23
17,16,10,27
18,16,10,31
19,16,10,24
20,16,10,26
21,16,10,28
22,16,10,28
23,16,10,27
24,16,10,26
1,17,10,24
2,17,10,22
3,17,10,21
4,17,10,19
5,17,10,19
6,17,10,15
7,17,10,15
8,17,10,17
9,17,10,18
10,17,10,17
11,17,10,17
12,17,10,18
13,17,10,18
14,17,10,19
15,17,10,18
16,17,10,17
17,17,10,14
18,17,10,16
19,17,10,17
20,17,10,18
21,17,10,19
22,17,10,19
23,17,10,19
24,17,10,20
1,18,10,19
2,18,10,19
3,18,10,19
4,18,10,20
5,18,10,19
6,18,10,17
7,18,10,17
8,18,10,16
9,18,10,15
10,18,10,15
11,18,10,15
12,18,10,15
13,18,10,14
14,18,10,14
15,18,10,13
16,18,10,12
17,18,10,11
18,18,10,11
19,18,10,10
20,18,10,11
21,18,10,16
22,18,10,23
23,18,10,25
24,18,10,25
1,19,10,24
2,19,10,21
3,19,10,20
4,19,10,18
5,19,10,18
6,19,10,15
7,19,10,14
8,19,10,13
9,19,10,15
10,19,10,16
11,19,10,17
12,19,10,19
13,19,10,18
14,19,10,22
15,19,10,28
16,19,10,29
17,19,10,26
18,19,10,25
19,19,10,24
20,19,10,18
21,19,10,10
22,19,10,15
23,19,10,23
24,19,10,26
1,20,10,26
2,20,10,19
3,20,10,19
4,20,10,20
5,20,10,19
6,20,10,18
7,20,10,14
8,20,10,13
9,20,10,16
10,20,10,24
11,20,10,27
12,20,10,30
13,20,10,34
14,20,10,37
15,20,10,37
16,20,10,35
17,20,10,32
18,20,10,32
19,20,10,29
20,20,10,28
21,20,10,26
22,20,10,20
23,20,10,24
24,20,10,21
1,21,10,17
2,21,10,16
3,21,10,17
4,21,10,17
5,21,10,17
6,21,10,15
7,21,10,11
8,21,10,6
9,21,10,4
10,21,10,8
11,21,10,7
12,21,10,6
13,21,10,7
14,21,10,6
15,21,10,8
16,21,10,8
17,21,10,5
18,21,10,4
19,21,10,6
20,21,10,5
21,21,10,5
22,21,10,4
23,21,10,4
24,21,10,5
1,22,10,3
2,22,10,12
3,22,10,11
4,22,10,9
5,22,10,11
6,22,10,14
7,22,10,15
8,22,10,17
9,22,10,19
10,22,10,20
11,22,10,20
12,22,10,21
13,22,10,20
14,22,10,19
15,22,10,20
16,22,10,21
17,22,10,20
18,22,10,20
19,22,10,18
20,22,10,16
21,22,10,14
22,22,10,13
23,22,10,14
24,22,10,13
1,23,10,11
2,23,10,10
3,23,10,9
4,23,10,9
5,23,10,9
6,23,10,9
7,23,10,9
8,23,10,10
9,23,10,13
10,23,10,18
11,23,10,20
12,23,10,21
13,23,10,20
14,23,10,21
15,23,10,21
16,23,10,21
17,23,10,20
18,23,10,17
19,23,10,15
20,23,10,10
21,23,10,2
22,23,10,2
23,23,10,1
24,23,10,2
1,24,10,3
2,24,10,2
3,24,10,8
4,24,10,12
5,24,10,11
6,24,10,12
7,24,10,5
8,24,10,6
9,24,10,10
10,24,10,13
11,24,10,21
12,24,10,22
13,24,10,22
14,24,10,26
15,24,10,26
16,24,10,25
17,24,10,22
18,24,10,15
19,24,10,12
20,24,10,13
21,24,10,12
22,24,10,6
23,24,10,7
24,24,10,8
1,25,10,10
2,25,10,17
3,25,10,16
4,25,10,18
5,25,10,18
6,25,10,17
7,25,10,16
8,25,10,16
9,25,10,15
10,25,10,17
11,25,10,18
12,25,10,19
13,25,10,22
14,25,10,24
15,25,10,25
16,25,10,24
17,25,10,22
18,25,10,22
19,25,10,21
20,25,10,22
21,25,10,22
22,25,10,21
23,25,10,20
24,25,10,19
1,26,10,18
2,26,10,18
3,26,10,18
4,26,10,16
5,26,10,16
6,26,10,15
7,26,10,14
8,26,10,15
9,26,10,17
10,26,10,17
11,26,10,18
12,26,10,19
13,26,10,19
14,26,10,18
15,26,10,16
16,26,10,15
17,26,10,17
18,26,10,19
19,26,10,20
20,26,10,22
21,26,10,20
22,26,10,17
23,26,10,15
24,26,10,13
1,27,10,12
2,27,10,12
3,27,10,13
4,27,10,13
5,27,10,13
6,27,10,12
7,27,10,11
8,27,10,11
9,27,10,20
10,27,10,21
11,27,10,22
12,27,10,24
13,27,10,31
14,27,10,32
15,27,10,32
16,27,10,32
17,27,10,31
18,27,10,31
19,27,10,20
20,27,10,16
21,27,10,14
22,27,10,17
23,27,10,22
24,27,10,25
1,28,10,23
2,28,10,24
3,28,10,20
4,28,10,11
5,28,10,9
6,28,10,8
7,28,10,8
8,28,10,10
9,28,10,14
10,28,10,22
11,28,10,24
12,28,10,26
13,28,10,27
14,28,10,27
15,28,10,27
16,28,10,26
17,28,10,25
18,28,10,24
19,28,10,22
20,28,10,21
21,28,10,22
22,28,10,23
23,28,10,22
24,28,10,21
1,29,10,20
2,29,10,20
3,29,10,21
4,29,10,20
5,29,10,19
6,29,10,17
7,29,10,14
8,29,10,15
9,29,10,17
10,29,10,20
11,29,10,21
12,29,10,22
13,29,10,25
14,29,10,29
15,29,10,32
16,29,10,32
17,29,10,30
18,29,10,27
19,29,10,25
20,29,10,26
21,29,10,26
22,29,10,24
23,29,10,24
24,29,10,26
1,30,10,26
2,30,10,26
3,30,10,25
4,30,10,26
5,30,10,25
6,30,10,24
7,30,10,23
8,30,10,23
9,30,10,23
10,30,10,23
11,30,10,25
12,30,10,24
13,30,10,23
14,30,10,22
15,30,10,21
16,30,10,21
17,30,10,21
18,30,10,20
19,30,10,18
20,30,10,18
21,30,10,18
22,30,10,17
23,30,10,17
24,30,10,17
1,31,10,17
2,31,10,16
3,31,10,17
4,31,10,18
5,31,10,18
6,31,10,17
7,31,10,14
8,31,10,11
9,31,10,10
10,31,10,11
11,31,10,12
12,31,10,12
13,31,10,14
14,31,10,13
15,31,10,14
16,31,10,14
17,31,10,15
18,31,10,18
19,31,10,24
20,31,10,23
21,31,10,19
22,31,10,18
23,31,10,20
24,31,10,21
1,1,11,23
2,1,11,21
3,1,11,20
4,1,11,16
5,1,11,20
6,1,11,20
7,1,11,19
8,1,11,19
9,1,11,20
10,1,11,22
11,1,11,24
12,1,11,25
13,1,11,25
14,1,11,26
15,1,11,26
16,1,11,26
17,1,11,26
18,1,11,26
19,1,11,24
20,1,11,23
21,1,11,22
22,1,11,21
23,1,11,21
24,1,11,20
1,2,11,20
2,2,11,20
3,2,11,17
4,2,11,18
5,2,11,18
6,2,11,16
7,2,11,5
8,2,11,4
9,2,11,8
10,2,11,14
11,2,11,16
12,2,11,17
13,2,11,19
14,2,11,20
15,2,11,24
16,2,11,20
17,2,11,18
18,2,11,18
19,2,11,14
20,2,11,11
21,2,11,15
22,2,11,15
23,2,11,14
24,2,11,12
1,3,11,11
2,3,11,12
3,3,11,11
4,3,11,10
5,3,11,10
6,3,11,8
7,3,11,7
8,3,11,6
9,3,11,9
10,3,11,15
11,3,11,23
12,3,11,26
13,3,11,28
14,3,11,28
15,3,11,29
16,3,11,29
17,3,11,27
18,3,11,24
19,3,11,21
20,3,11,16
21,3,11,16
22,3,11,18
23,3,11,17
24,3,11,15
1,4,11,14
2,4,11,14
3,4,11,13
4,4,11,15
5,4,11,14
6,4,11,14
7,4,11,9
8,4,11,12
9,4,11,12
10,4,11,13
11,4,11,24
12,4,11,24
13,4,11,29
14,4,11,31
15,4,11,30
16,4,11,29
17,4,11,28
18,4,11,24
19,4,11,24
20,4,11,12
21,4,11,2
22,4,11,2
23,4,11,2
24,4,11,1
1,5,11,1
2,5,11,1
3,5,11,1
4,5,11,1
5,5,11,1
6,5,11,2
7,5,11,1
